cell_name,batch,cell_type
D31-5_22,celseq2,beta
D31-5_26,celseq2,beta
D31-5_27,celseq2,beta
D31-5_29,celseq2,beta
D31-5_30,celseq2,beta
D31-5_32,celseq2,beta
D31-5_38,celseq2,beta
D31-5_52,celseq2,beta
D31-5_61,celseq2,beta
D31-5_74,celseq2,beta
D31-5_80,celseq2,beta
D31-5_85,celseq2,beta
D31-5_94,celseq2,beta
D31-6_15,celseq2,beta
D31-6_16,celseq2,beta
D31-6_19,celseq2,beta
D31-6_20,celseq2,beta
D31-6_22,celseq2,beta
D31-6_31,celseq2,beta
D31-6_42,celseq2,beta
D31-6_47,celseq2,beta
D31-6_49,celseq2,beta
D31-6_58,celseq2,beta
D31-6_65,celseq2,beta
D31-6_67,celseq2,beta
D31-6_76,celseq2,beta
D31-6_80,celseq2,beta
D31-6_85,celseq2,beta
D31-6_87,celseq2,beta
D31-6_92,celseq2,beta
D31-7_1,celseq2,beta
D31-7_3,celseq2,beta
D31-7_22,celseq2,beta
D31-7_34,celseq2,beta
D31-7_39,celseq2,beta
D31-7_40,celseq2,beta
D31-7_45,celseq2,beta
D31-7_46,celseq2,beta
D31-7_47,celseq2,beta
D31-7_53,celseq2,beta
D31-7_55,celseq2,beta
D31-7_59,celseq2,beta
D31-7_60,celseq2,beta
D31-7_67,celseq2,beta
D31-7_69,celseq2,beta
D31-7_72,celseq2,beta
D31-7_76,celseq2,beta
D31-7_84,celseq2,beta
D31-7_85,celseq2,beta
D31-7_87,celseq2,beta
D31-7_91,celseq2,beta
D31-7_94,celseq2,beta
D31-8_3,celseq2,beta
D31-8_8,celseq2,beta
D31-8_13,celseq2,beta
D31-8_21,celseq2,beta
D31-8_29,celseq2,beta
D31-8_31,celseq2,beta
D31-8_41,celseq2,beta
D31-8_42,celseq2,beta
D31-8_43,celseq2,beta
D31-8_48,celseq2,beta
D31-8_49,celseq2,beta
D31-8_50,celseq2,beta
D31-8_60,celseq2,beta
D31-8_64,celseq2,beta
D31-8_73,celseq2,beta
D31-8_74,celseq2,beta
D31-8_78,celseq2,beta
D31-8_83,celseq2,beta
D31-8_84,celseq2,beta
D31-8_88,celseq2,beta
10th_C11_S96,fluidigmc1,beta
10th_C13_S61,fluidigmc1,beta
10th_C14_S53,fluidigmc1,beta
10th_C17_S97,fluidigmc1,beta
10th_C1_S59,fluidigmc1,beta
10th_C20_S54,fluidigmc1,beta
10th_C23_S98,fluidigmc1,beta
10th_C32_S56,fluidigmc1,beta
10th_C33_S64,fluidigmc1,beta
10th_C37_S49,fluidigmc1,beta
10th_C51_S80,fluidigmc1,beta
10th_C61_S68,fluidigmc1,beta
10th_C64_S112,fluidigmc1,beta
10th_C66_S126,fluidigmc1,beta
10th_C81_S70,fluidigmc1,beta
10th_C84_S115,fluidigmc1,beta
10th_C85_S86,fluidigmc1,beta
11th-C21_S4,fluidigmc1,beta
11th-C22_S65,fluidigmc1,beta
11th-C27_S19,fluidigmc1,beta
11th-C30_S66,fluidigmc1,beta
11th-C41_S60,fluidigmc1,beta
11th-C44_S15,fluidigmc1,beta
11th-C49_S23,fluidigmc1,beta
11th-C51_S39,fluidigmc1,beta
11th-C53_S78,fluidigmc1,beta
11th-C54_S86,fluidigmc1,beta
11th-C66_S88,fluidigmc1,beta
12th-C10_S155,fluidigmc1,beta
12th-C12_S139,fluidigmc1,beta
12th-C14_S190,fluidigmc1,beta
12th-C15_S183,fluidigmc1,beta
12th-C21_S184,fluidigmc1,beta
12th-C24_S141,fluidigmc1,beta
12th-C25_S185,fluidigmc1,beta
12th-C26_S192,fluidigmc1,beta
12th-C30_S157,fluidigmc1,beta
12th-C33_S200,fluidigmc1,beta
12th-C35_S151,fluidigmc1,beta
12th-C38_S194,fluidigmc1,beta
12th-C3_S181,fluidigmc1,beta
12th-C40_S144,fluidigmc1,beta
12th-C42_S159,fluidigmc1,beta
12th-C47_S153,fluidigmc1,beta
12th-C48_S160,fluidigmc1,beta
12th-C4_S154,fluidigmc1,beta
12th-C51_S217,fluidigmc1,beta
12th-C55_S203,fluidigmc1,beta
12th-C59_S169,fluidigmc1,beta
12th-C60_S176,fluidigmc1,beta
12th-C64_S163,fluidigmc1,beta
12th-C65_S170,fluidigmc1,beta
12th-C67_S205,fluidigmc1,beta
12th-C74_S214,fluidigmc1,beta
12th-C7_S196,fluidigmc1,beta
12th-C84_S165,fluidigmc1,beta
12th-C85_S137,fluidigmc1,beta
12th-C8_S189,fluidigmc1,beta
12th-C90_S166,fluidigmc1,beta
12th-C93_S209,fluidigmc1,beta
12th-C96_S167,fluidigmc1,beta
13th_C12_S178,fluidigmc1,beta
13th_C15_S134,fluidigmc1,beta
13th_C16_S193,fluidigmc1,beta
13th_C17_S186,fluidigmc1,beta
13th_C21_S135,fluidigmc1,beta
13th_C34_S181,fluidigmc1,beta
13th_C38_S145,fluidigmc1,beta
13th_C39_S153,fluidigmc1,beta
13th_C46_S183,fluidigmc1,beta
13th_C52_S198,fluidigmc1,beta
13th_C57_S171,fluidigmc1,beta
13th_C5_S184,fluidigmc1,beta
13th_C63_S172,fluidigmc1,beta
13th_C68_S165,fluidigmc1,beta
13th_C70_S201,fluidigmc1,beta
13th_C71_S208,fluidigmc1,beta
13th_C75_S159,fluidigmc1,beta
13th_C80_S167,fluidigmc1,beta
13th_C81_S160,fluidigmc1,beta
13th_C89_S211,fluidigmc1,beta
13th_C94_S219,fluidigmc1,beta
13th_C96_S204,fluidigmc1,beta
1st-61_S27,fluidigmc1,beta
1st-C11_S58,fluidigmc1,beta
1st-C13_S19,fluidigmc1,beta
1st-C32_S14,fluidigmc1,beta
1st-C39_S23,fluidigmc1,beta
1st-C58_S76,fluidigmc1,beta
1st-C64_S79,fluidigmc1,beta
1st-C77_S86,fluidigmc1,beta
1st-C79_S46,fluidigmc1,beta
1st-C90_S91,fluidigmc1,beta
1st-C96_S94,fluidigmc1,beta
2nd-C15_S25,fluidigmc1,beta
2nd-C17_S32,fluidigmc1,beta
2nd-C19_S39,fluidigmc1,beta
2nd-C27_S51,fluidigmc1,beta
2nd-C32_S62,fluidigmc1,beta
2nd-C37_S73,fluidigmc1,beta
2nd-C38_S74,fluidigmc1,beta
2nd-C49_S4,fluidigmc1,beta
2nd-C51_S6,fluidigmc1,beta
2nd-C52_S10,fluidigmc1,beta
2nd-C5_S8,fluidigmc1,beta
2nd-C62_S29,fluidigmc1,beta
2nd-C72_S48,fluidigmc1,beta
2nd-C76_S60,fluidigmc1,beta
2nd-C7_S15,fluidigmc1,beta
2nd-C81_S64,fluidigmc1,beta
2nd-C86_S77,fluidigmc1,beta
2nd-C87_S76,fluidigmc1,beta
2nd-C88_S84,fluidigmc1,beta
2nd-C93_S88,fluidigmc1,beta
2nd-C95_S95,fluidigmc1,beta
3rd-C11_S58,fluidigmc1,beta
3rd-C25_S15,fluidigmc1,beta
3rd-C33_S50,fluidigmc1,beta
3rd-C36_S2,fluidigmc1,beta
3rd-C4_S25,fluidigmc1,beta
3rd-C56_S90,fluidigmc1,beta
3rd-C58_S3,fluidigmc1,beta
3rd-C59_S91,fluidigmc1,beta
3rd-C60_S10,fluidigmc1,beta
3rd-C65_S20,fluidigmc1,beta
3rd-C71_S80,fluidigmc1,beta
3rd-C82_S11,fluidigmc1,beta
3rd-C84_S75,fluidigmc1,beta
3rd-C87_S88,fluidigmc1,beta
3rd-C88_S24,fluidigmc1,beta
3rd-C92_S86,fluidigmc1,beta
3rd-C96_S79,fluidigmc1,beta
4th-61_S28,fluidigmc1,beta
4th-C14_S26,fluidigmc1,beta
4th-C24_S43,fluidigmc1,beta
4th-C28_S55,fluidigmc1,beta
4th-C45_S87,fluidigmc1,beta
4th-C49_S4,fluidigmc1,beta
4th-C5_S8,fluidigmc1,beta
4th-C67_S40,fluidigmc1,beta
4th-C7_S15,fluidigmc1,beta
4th-C8_S14,fluidigmc1,beta
4th-C93_S88,fluidigmc1,beta
5th-C12_S90,fluidigmc1,beta
5th-C14_S97,fluidigmc1,beta
5th-C16_S98,fluidigmc1,beta
5th-C18_S96,fluidigmc1,beta
5th-C25_S108,fluidigmc1,beta
5th-C49_S89,fluidigmc1,beta
5th-C5_S85,fluidigmc1,beta
5th-C64_S99,fluidigmc1,beta
5th-C80_S116,fluidigmc1,beta
5th-C90_S115,fluidigmc1,beta
6th-C12_S18,fluidigmc1,beta
6th-C15_S22,fluidigmc1,beta
6th-C16_S29,fluidigmc1,beta
6th-C19_S35,fluidigmc1,beta
6th-C1_S3,fluidigmc1,beta
6th-C20_S34,fluidigmc1,beta
6th-C22_S39,fluidigmc1,beta
6th-C25_S43,fluidigmc1,beta
6th-C28_S49,fluidigmc1,beta
6th-C29_S50,fluidigmc1,beta
6th-C2_S2,fluidigmc1,beta
6th-C30_S51,fluidigmc1,beta
6th-C40_S73,fluidigmc1,beta
6th-C42_S75,fluidigmc1,beta
6th-C51_S6,fluidigmc1,beta
6th-C54_S11,fluidigmc1,beta
6th-C57_S17,fluidigmc1,beta
6th-C58_S20,fluidigmc1,beta
6th-C59_S21,fluidigmc1,beta
6th-C64_S30,fluidigmc1,beta
6th-C66_S32,fluidigmc1,beta
6th-C67_S36,fluidigmc1,beta
6th-C71_S41,fluidigmc1,beta
6th-C73_S48,fluidigmc1,beta
6th-C75_S46,fluidigmc1,beta
6th-C77_S53,fluidigmc1,beta
6th-C79_S60,fluidigmc1,beta
6th-C80_S59,fluidigmc1,beta
6th-C82_S66,fluidigmc1,beta
6th-C84_S64,fluidigmc1,beta
6th-C85_S72,fluidigmc1,beta
6th-C89_S77,fluidigmc1,beta
6th-C90_S76,fluidigmc1,beta
6th-C91_S84,fluidigmc1,beta
6th-C93_S82,fluidigmc1,beta
7th-C10_S19,fluidigmc1,beta
7th-C12_S17,fluidigmc1,beta
7th-C19_S36,fluidigmc1,beta
7th-C1_S3,fluidigmc1,beta
7th-C20_S35,fluidigmc1,beta
7th-C21_S34,fluidigmc1,beta
7th-C25_S43,fluidigmc1,beta
7th-C28_S48,fluidigmc1,beta
7th-C2_S2,fluidigmc1,beta
7th-C31_S53,fluidigmc1,beta
7th-C3_S1,fluidigmc1,beta
7th-C45_S77,fluidigmc1,beta
7th-C4_S8,fluidigmc1,beta
7th-C50_S5,fluidigmc1,beta
7th-C52_S9,fluidigmc1,beta
7th-C53_S10,fluidigmc1,beta
7th-C57_S16,fluidigmc1,beta
7th-C59_S21,fluidigmc1,beta
7th-C60_S22,fluidigmc1,beta
7th-C62_S27,fluidigmc1,beta
7th-C64_S31,fluidigmc1,beta
7th-C65_S32,fluidigmc1,beta
7th-C66_S33,fluidigmc1,beta
7th-C73_S47,fluidigmc1,beta
7th-C77_S51,fluidigmc1,beta
7th-C80_S57,fluidigmc1,beta
7th-C84_S62,fluidigmc1,beta
7th-C89_S74,fluidigmc1,beta
7th-C8_S13,fluidigmc1,beta
7th-C90_S73,fluidigmc1,beta
7th-C94_S83,fluidigmc1,beta
7th-C96_S82,fluidigmc1,beta
8th-C10_S100,fluidigmc1,beta
8th-C18_S110,fluidigmc1,beta
8th-C24_S120,fluidigmc1,beta
8th-C2_S85,fluidigmc1,beta
8th-C38_S147,fluidigmc1,beta
8th-C44_S155,fluidigmc1,beta
8th-C47_S160,fluidigmc1,beta
8th-C61_S107,fluidigmc1,beta
8th-C65_S113,fluidigmc1,beta
8th-C70_S123,fluidigmc1,beta
8th-C75_S128,fluidigmc1,beta
8th-C87_S148,fluidigmc1,beta
9th-C10_S18,fluidigmc1,beta
9th-C11_S17,fluidigmc1,beta
9th-C13_S24,fluidigmc1,beta
9th-C14_S23,fluidigmc1,beta
9th-C16_S30,fluidigmc1,beta
9th-C1_S3,fluidigmc1,beta
9th-C25_S45,fluidigmc1,beta
9th-C38_S64,fluidigmc1,beta
9th-C3_S1,fluidigmc1,beta
9th-C41_S70,fluidigmc1,beta
9th-C46_S79,fluidigmc1,beta
9th-C51_S6,fluidigmc1,beta
9th-C57_S16,fluidigmc1,beta
9th-C59_S20,fluidigmc1,beta
9th-C65_S32,fluidigmc1,beta
9th-C69_S39,fluidigmc1,beta
9th-C6_S7,fluidigmc1,beta
9th-C70_S42,fluidigmc1,beta
9th-C81_S55,fluidigmc1,beta
9th-C86_S67,fluidigmc1,beta
9th-C88_S73,fluidigmc1,beta
9th-C89_S72,fluidigmc1,beta
9th-C8_S14,fluidigmc1,beta
9th-C91_S78,fluidigmc1,beta
9th-C93_S76,fluidigmc1,beta
9th-C94_S83,fluidigmc1,beta
AZ_C10,smartseq2,beta
AZ_A8,smartseq2,beta
AZ_D6,smartseq2,beta
AZ_H11,smartseq2,beta
AZ_E7,smartseq2,beta
AZ_G2,smartseq2,beta
AZ_H6,smartseq2,beta
AZ_F7,smartseq2,beta
AZ_C4,smartseq2,beta
AZ_F2,smartseq2,beta
AZ_F1,smartseq2,beta
AZ_D2,smartseq2,beta
HP1502401_B14,smartseq2,beta
HP1502401_G14,smartseq2,beta
HP1502401_D13,smartseq2,beta
HP1502401_J22,smartseq2,beta
HP1502401_G24,smartseq2,beta
HP1502401_N8,smartseq2,beta
HP1502401_O16,smartseq2,beta
HP1502401_H22,smartseq2,beta
HP1502401_A7,smartseq2,beta
HP1502401_B7,smartseq2,beta
HP1502401_H11,smartseq2,beta
HP1502401_E22,smartseq2,beta
HP1502401_N1,smartseq2,beta
HP1502401_D7,smartseq2,beta
HP1502401_C18,smartseq2,beta
HP1502401_F22,smartseq2,beta
HP1502401_B24,smartseq2,beta
HP1502401_C6,smartseq2,beta
HP1502401_I6,smartseq2,beta
HP1502401_G4,smartseq2,beta
HP1502401_B21,smartseq2,beta
HP1502401_D3,smartseq2,beta
HP1502401_G6,smartseq2,beta
HP1502401_C10,smartseq2,beta
HP1502401_E19,smartseq2,beta
HP1502401_J10,smartseq2,beta
HP1502401_D6,smartseq2,beta
HP1502401_M2,smartseq2,beta
HP1502401_D22,smartseq2,beta
HP1502401_G20,smartseq2,beta
HP1502401_L10,smartseq2,beta
HP1502401_M12,smartseq2,beta
HP1502401_G22,smartseq2,beta
HP1502401_B1,smartseq2,beta
HP1502401_F24,smartseq2,beta
HP1502401_E10,smartseq2,beta
HP1502401_G5,smartseq2,beta
HP1502401_A6,smartseq2,beta
HP1502401_O7,smartseq2,beta
HP1502401_H12,smartseq2,beta
HP1502401_F9,smartseq2,beta
HP1502401_F16,smartseq2,beta
HP1502401_M20,smartseq2,beta
HP1502401_C21,smartseq2,beta
HP1502401_C7,smartseq2,beta
HP1502401_H19,smartseq2,beta
HP1502401_I24,smartseq2,beta
HP1502401_N21,smartseq2,beta
HP1502401_A10,smartseq2,beta
HP1502401_J12,smartseq2,beta
HP1502401_F21,smartseq2,beta
HP1502401_B23,smartseq2,beta
HP1504101T2D_O12,smartseq2,beta
HP1504101T2D_E16,smartseq2,beta
HP1504101T2D_C24,smartseq2,beta
HP1504101T2D_B6,smartseq2,beta
HP1504101T2D_D8,smartseq2,beta
HP1504101T2D_N10,smartseq2,beta
HP1504101T2D_G9,smartseq2,beta
HP1504101T2D_E24,smartseq2,beta
HP1504101T2D_C18,smartseq2,beta
HP1504101T2D_B3,smartseq2,beta
HP1504101T2D_H6,smartseq2,beta
HP1504101T2D_I21,smartseq2,beta
HP1504101T2D_H23,smartseq2,beta
HP1504101T2D_D9,smartseq2,beta
HP1504101T2D_E15,smartseq2,beta
HP1504901_O20,smartseq2,beta
HP1504901_E16,smartseq2,beta
HP1504901_L8,smartseq2,beta
HP1504901_G8,smartseq2,beta
HP1504901_B22,smartseq2,beta
HP1504901_P14,smartseq2,beta
HP1504901_N13,smartseq2,beta
HP1504901_L17,smartseq2,beta
HP1504901_C17,smartseq2,beta
HP1504901_B11,smartseq2,beta
HP1504901_F17,smartseq2,beta
HP1504901_K19,smartseq2,beta
HP1504901_O8,smartseq2,beta
HP1504901_H17,smartseq2,beta
HP1504901_H5,smartseq2,beta
HP1504901_F11,smartseq2,beta
HP1504901_G12,smartseq2,beta
HP1504901_A16,smartseq2,beta
HP1504901_J7,smartseq2,beta
HP1504901_B7,smartseq2,beta
HP1504901_G4,smartseq2,beta
HP1504901_K22,smartseq2,beta
HP1504901_N8,smartseq2,beta
HP1504901_E10,smartseq2,beta
HP1504901_L22,smartseq2,beta
HP1504901_E21,smartseq2,beta
HP1504901_H18,smartseq2,beta
HP1504901_G16,smartseq2,beta
HP1504901_J3,smartseq2,beta
HP1504901_D7,smartseq2,beta
HP1504901_B10,smartseq2,beta
HP1506401_K1,smartseq2,beta
HP1506401_C9,smartseq2,beta
HP1506401_J19,smartseq2,beta
HP1506401_F12,smartseq2,beta
HP1506401_F24,smartseq2,beta
HP1506401_F8,smartseq2,beta
HP1506401_N20,smartseq2,beta
HP1506401_M5,smartseq2,beta
HP1506401_P20,smartseq2,beta
HP1506401_J17,smartseq2,beta
HP1506401_I23,smartseq2,beta
HP1506401_F18,smartseq2,beta
HP1506401_O10,smartseq2,beta
HP1506401_C15,smartseq2,beta
HP1506401_C4,smartseq2,beta
HP1506401_G9,smartseq2,beta
HP1506401_L14,smartseq2,beta
HP1506401_A15,smartseq2,beta
HP1506401_O11,smartseq2,beta
HP1506401_I11,smartseq2,beta
HP1506401_L5,smartseq2,beta
HP1506401_P12,smartseq2,beta
HP1506401_F11,smartseq2,beta
HP1506401_F22,smartseq2,beta
HP1506401_N11,smartseq2,beta
HP1506401_A24,smartseq2,beta
HP1506401_K21,smartseq2,beta
HP1506401_D13,smartseq2,beta
HP1506401_C8,smartseq2,beta
HP1506401_F9,smartseq2,beta
HP1506401_P14,smartseq2,beta
HP1506401_L2,smartseq2,beta
HP1506401_G6,smartseq2,beta
HP1506401_A17,smartseq2,beta
HP1506401_B8,smartseq2,beta
HP1506401_I12,smartseq2,beta
HP1506401_G12,smartseq2,beta
HP1506401_B11,smartseq2,beta
HP1507101_L22,smartseq2,beta
HP1507101_D6,smartseq2,beta
HP1507101_P2,smartseq2,beta
HP1507101_L24,smartseq2,beta
HP1507101_J8,smartseq2,beta
HP1507101_F14,smartseq2,beta
HP1507101_N5,smartseq2,beta
HP1507101_K23,smartseq2,beta
HP1507101_H24,smartseq2,beta
HP1507101_F11,smartseq2,beta
HP1507101_H4,smartseq2,beta
HP1507101_D22,smartseq2,beta
HP1507101_C7,smartseq2,beta
HP1507101_D3,smartseq2,beta
HP1507101_A12,smartseq2,beta
HP1507101_C10,smartseq2,beta
HP1507101_I12,smartseq2,beta
HP1507101_J19,smartseq2,beta
HP1507101_H10,smartseq2,beta
HP1507101_A6,smartseq2,beta
HP1507101_N6,smartseq2,beta
HP1507101_O3,smartseq2,beta
HP1507101_L16,smartseq2,beta
HP1507101_K15,smartseq2,beta
HP1507101_N13,smartseq2,beta
HP1507101_E14,smartseq2,beta
HP1507101_A13,smartseq2,beta
HP1507101_J20,smartseq2,beta
HP1507101_O9,smartseq2,beta
HP1507101_M8,smartseq2,beta
HP1507101_I18,smartseq2,beta
HP1507101_H17,smartseq2,beta
HP1507101_C12,smartseq2,beta
HP1507101_O14,smartseq2,beta
HP1507101_D23,smartseq2,beta
HP1507101_C15,smartseq2,beta
HP1507101_F23,smartseq2,beta
HP1507101_O19,smartseq2,beta
HP1507101_B5,smartseq2,beta
HP1507101_F4,smartseq2,beta
HP1507101_O8,smartseq2,beta
HP1508501T2D_O4,smartseq2,beta
HP1508501T2D_F3,smartseq2,beta
HP1508501T2D_A10,smartseq2,beta
HP1508501T2D_H2,smartseq2,beta
HP1508501T2D_I8,smartseq2,beta
HP1508501T2D_C14,smartseq2,beta
HP1508501T2D_B21,smartseq2,beta
HP1508501T2D_F1,smartseq2,beta
HP1508501T2D_B20,smartseq2,beta
HP1508501T2D_K20,smartseq2,beta
HP1508501T2D_G5,smartseq2,beta
HP1508501T2D_M14,smartseq2,beta
HP1508501T2D_F7,smartseq2,beta
HP1508501T2D_D12,smartseq2,beta
HP1508501T2D_P1,smartseq2,beta
HP1508501T2D_J6,smartseq2,beta
HP1508501T2D_C4,smartseq2,beta
HP1508501T2D_J24,smartseq2,beta
HP1508501T2D_C17,smartseq2,beta
HP1508501T2D_B16,smartseq2,beta
HP1509101_G2,smartseq2,beta
HP1509101_C1,smartseq2,beta
HP1509101_D18,smartseq2,beta
HP1509101_K9,smartseq2,beta
HP1509101_I11,smartseq2,beta
HP1509101_C23,smartseq2,beta
HP1509101_G9,smartseq2,beta
HP1509101_P1,smartseq2,beta
HP1509101_N21,smartseq2,beta
HP1509101_B13,smartseq2,beta
HP1509101_P7,smartseq2,beta
HP1509101_O6,smartseq2,beta
HP1509101_O18,smartseq2,beta
HP1509101_N23,smartseq2,beta
HP1509101_E22,smartseq2,beta
HP1509101_J19,smartseq2,beta
HP1509101_L14,smartseq2,beta
HP1509101_G12,smartseq2,beta
HP1509101_P15,smartseq2,beta
HP1525301T2D_F15,smartseq2,beta
HP1525301T2D_N3,smartseq2,beta
HP1525301T2D_I6,smartseq2,beta
HP1525301T2D_F23,smartseq2,beta
HP1525301T2D_M7,smartseq2,beta
HP1525301T2D_L14,smartseq2,beta
HP1525301T2D_N18,smartseq2,beta
HP1525301T2D_D23,smartseq2,beta
HP1525301T2D_H10,smartseq2,beta
HP1525301T2D_L17,smartseq2,beta
HP1525301T2D_G8,smartseq2,beta
HP1525301T2D_M14,smartseq2,beta
HP1526901T2D_P9,smartseq2,beta
HP1526901T2D_E11,smartseq2,beta
HP1526901T2D_J6,smartseq2,beta
HP1526901T2D_G21,smartseq2,beta
HP1526901T2D_H24,smartseq2,beta
HP1526901T2D_A1,smartseq2,beta
HP1526901T2D_M15,smartseq2,beta
HP1526901T2D_G17,smartseq2,beta
HP1526901T2D_L1,smartseq2,beta
HP1526901T2D_B4,smartseq2,beta
HP1526901T2D_K3,smartseq2,beta
HP1526901T2D_O15,smartseq2,beta
HP1526901T2D_J21,smartseq2,beta
HP1526901T2D_J5,smartseq2,beta
HP1526901T2D_L4,smartseq2,beta
HP1526901T2D_H20,smartseq2,beta
HP1526901T2D_N12,smartseq2,beta
HP1526901T2D_F5,smartseq2,beta
HP1526901T2D_O24,smartseq2,beta
HP1526901T2D_O14,smartseq2,beta
HP1526901T2D_C3,smartseq2,beta
HP1526901T2D_N13,smartseq2,beta
HP1526901T2D_D19,smartseq2,beta
HP1526901T2D_L5,smartseq2,beta
HP1526901T2D_F17,smartseq2,beta
HP1526901T2D_N3,smartseq2,beta
HP1526901T2D_K23,smartseq2,beta
HP1526901T2D_P17,smartseq2,beta
HP1526901T2D_O1,smartseq2,beta
HP1526901T2D_O17,smartseq2,beta
HP1526901T2D_K20,smartseq2,beta
HP1526901T2D_A2,smartseq2,beta
HP1526901T2D_H22,smartseq2,beta
HP1526901T2D_I20,smartseq2,beta
HP1526901T2D_B9,smartseq2,beta
HP1526901T2D_H4,smartseq2,beta
HP1526901T2D_M24,smartseq2,beta
HP1526901T2D_L3,smartseq2,beta
HP1526901T2D_P7,smartseq2,beta
HP1526901T2D_O13,smartseq2,beta
HP1526901T2D_N23,smartseq2,beta
HP1526901T2D_B1,smartseq2,beta
HP1526901T2D_N1,smartseq2,beta
HP1526901T2D_A19,smartseq2,beta
HP1526901T2D_I13,smartseq2,beta
HP1526901T2D_I3,smartseq2,beta
HP1526901T2D_M2,smartseq2,beta
HP1526901T2D_H14,smartseq2,beta
HP1526901T2D_E2,smartseq2,beta
HP1526901T2D_I5,smartseq2,beta
HP1526901T2D_P11,smartseq2,beta
HP1526901T2D_P10,smartseq2,beta
HP1526901T2D_C17,smartseq2,beta
HP1526901T2D_C11,smartseq2,beta
HP1526901T2D_H10,smartseq2,beta
HP1526901T2D_L6,smartseq2,beta
HP1526901T2D_P18,smartseq2,beta
HP1526901T2D_C10,smartseq2,beta
HP1526901T2D_G4,smartseq2,beta
HP1526901T2D_P4,smartseq2,beta
HP1526901T2D_I22,smartseq2,beta
HP1526901T2D_O8,smartseq2,beta
HP1526901T2D_A5,smartseq2,beta
HP1526901T2D_F18,smartseq2,beta
HP1526901T2D_D17,smartseq2,beta
HP1526901T2D_A14,smartseq2,beta
HP1526901T2D_B10,smartseq2,beta
HP1526901T2D_K7,smartseq2,beta
D101_17,celseq,ductal
D101_27,celseq,ductal
D101_29,celseq,ductal
D101_37,celseq,ductal
D101_53,celseq,ductal
D101_72,celseq,ductal
D102_1,celseq,ductal
D102_64,celseq,ductal
D102_73,celseq,ductal
D102_79,celseq,ductal
D102_87,celseq,ductal
D10631_2,celseq,ductal
D10631_3,celseq,ductal
D10631_10,celseq,ductal
D10631_24,celseq,ductal
D10631_34,celseq,ductal
D10631_45,celseq,ductal
D10631_56,celseq,ductal
D10631_63,celseq,ductal
D10631_65,celseq,ductal
D10631_68,celseq,ductal
D10631_76,celseq,ductal
D10631_85,celseq,ductal
D10631_88,celseq,ductal
D10631_90,celseq,ductal
D10631_92,celseq,ductal
D1713_1,celseq,ductal
D1713_2,celseq,ductal
D1713_3,celseq,ductal
D1713_4,celseq,ductal
D1713_5,celseq,ductal
D1713_10,celseq,ductal
D1713_12,celseq,ductal
D1713_13,celseq,ductal
D1713_14,celseq,ductal
D1713_17,celseq,ductal
D1713_20,celseq,ductal
D1713_22,celseq,ductal
D1713_25,celseq,ductal
D1713_30,celseq,ductal
D1713_31,celseq,ductal
D1713_32,celseq,ductal
D1713_35,celseq,ductal
D1713_41,celseq,ductal
D1713_43,celseq,ductal
D1713_46,celseq,ductal
D1713_47,celseq,ductal
D1713_48,celseq,ductal
D1713_49,celseq,ductal
D1713_52,celseq,ductal
D1713_53,celseq,ductal
D1713_54,celseq,ductal
D1713_55,celseq,ductal
D1713_56,celseq,ductal
D1713_57,celseq,ductal
D1713_59,celseq,ductal
D1713_64,celseq,ductal
D1713_65,celseq,ductal
D1713_66,celseq,ductal
D1713_73,celseq,ductal
D1713_74,celseq,ductal
D1713_75,celseq,ductal
D1713_77,celseq,ductal
D1713_79,celseq,ductal
D1713_81,celseq,ductal
D1713_82,celseq,ductal
D1713_83,celseq,ductal
D1713_84,celseq,ductal
D1713_85,celseq,ductal
D1713_86,celseq,ductal
D1713_87,celseq,ductal
D1713_88,celseq,ductal
D1713_92,celseq,ductal
D1713_94,celseq,ductal
D172444_15,celseq,ductal
D172444_18,celseq,ductal
D172444_59,celseq,ductal
D17All1_9,celseq,ductal
D17All1_11,celseq,ductal
D17All1_16,celseq,ductal
D17All1_20,celseq,ductal
D17All1_24,celseq,ductal
D17All1_25,celseq,ductal
D17All1_26,celseq,ductal
D17All1_29,celseq,ductal
D17All1_31,celseq,ductal
D17All1_32,celseq,ductal
D17All1_41,celseq,ductal
D17All1_44,celseq,ductal
D17All1_45,celseq,ductal
D17All1_47,celseq,ductal
D17All1_48,celseq,ductal
D17All1_53,celseq,ductal
D17All1_56,celseq,ductal
D17All1_65,celseq,ductal
D17All1_76,celseq,ductal
D17All1_78,celseq,ductal
D17All1_79,celseq,ductal
D17All1_84,celseq,ductal
D17All1_86,celseq,ductal
D17All1_96,celseq,ductal
D17All2_4,celseq,ductal
D17All2_8,celseq,ductal
D17All2_18,celseq,ductal
D17All2_23,celseq,ductal
D17All2_29,celseq,ductal
D17All2_48,celseq,ductal
D17All2_53,celseq,ductal
D17All2_54,celseq,ductal
D17All2_58,celseq,ductal
D17All2_59,celseq,ductal
D17All2_64,celseq,ductal
D17All2_66,celseq,ductal
D17All2_70,celseq,ductal
D17All2_71,celseq,ductal
D17All2_72,celseq,ductal
D17All2_76,celseq,ductal
D17All2_77,celseq,ductal
D17All2_81,celseq,ductal
D17All2_91,celseq,ductal
D17TGFB_3,celseq,ductal
D17TGFB_5,celseq,ductal
D17TGFB_19,celseq,ductal
D17TGFB_24,celseq,ductal
D17TGFB_25,celseq,ductal
D17TGFB_27,celseq,ductal
D17TGFB_28,celseq,ductal
