cell_id,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,latent_50,latent_51,latent_52,latent_53,latent_54,latent_55,latent_56,latent_57,latent_58,latent_59,latent_60,latent_61,latent_62,latent_63,latent_64
cell_0130,-0.08961516,-0.03781511,-0.003923818,-0.07664578,-0.20522173,0.082182035,0.0706926,0.040034443,0.19189888,0.053931374,0.052124258,0.051364277,0.024968226,-0.042296585,0.22148925,-0.12474995,-0.007940142,0.028612848,-0.12854484,0.30483243,-0.029169608,0.04099406,0.11149839,-0.07298348,0.03258923,0.041228406,0.07904624,-0.1021428,0.04523097,0.13965757,-0.2146974,0.0871384,-0.14852229,0.20433317,0.040169824,-0.10823564,-0.02223562,0.1347308,-0.1382496,0.23210785,0.064903595,-0.09315059,-0.14948472,-0.24921182,0.010420089,-0.068629056,0.06488045,0.18528447,-0.13201196,0.16821635,-0.063359186,0.09302705,-0.20602867,-0.06786766,0.09065391,0.0485931,-0.08252326,0.2369874,0.08642456,0.16454773,0.15217707,-0.11411296,-0.18028912,0.007558351
cell_0131,-0.13612844,-0.09889229,-0.094971314,-0.16345042,-0.13875625,0.058093667,0.07562039,0.0020167488,0.1753915,-0.017264355,0.07363259,0.09203326,0.046091683,-0.006733159,0.32054403,-0.118778706,0.09097345,-0.034229755,-0.11091474,0.23726866,-0.023954194,-0.04835032,0.019424384,-0.1298297,0.0051934747,0.014935666,0.1994791,-0.11341452,0.026346002,0.05666114,-0.21357892,0.1484591,-0.1326211,0.114858866,0.06275635,-0.13611344,0.01179524,0.020894954,-0.22592822,0.19827797,0.06956613,-0.17918038,-0.13724184,-0.17241447,0.017454479,-0.1360926,0.099007614,0.1563541,-0.15518115,0.11969323,-0.05569789,0.0639379,-0.2543075,-0.09748786,0.096007355,0.098137535,-0.0797751,0.11559928,0.10831408,0.06736733,0.19477819,-0.095456906,-0.06509272,-0.11089824
cell_0132,-0.084622934,-0.16550833,-0.01924126,-0.060197495,-0.21429308,0.12375155,0.12845367,0.15888707,0.15086485,0.016050937,0.063552834,0.1004426,0.017063627,0.03419813,0.3078207,-0.13530202,0.08839456,-0.13631997,-0.08719079,0.21585459,-0.031024814,0.03696218,0.08154586,-0.08745122,-0.0076530427,0.04882808,0.11862608,-0.11768249,-0.04226134,0.063955344,-0.18763413,0.092407495,-0.03271771,0.14318265,0.119336456,-0.10612718,0.0010886419,0.06491987,-0.18348669,0.2532321,0.112498686,-0.06491022,-0.13805449,-0.1992464,0.08677927,-0.15027332,0.07670982,0.16960363,-0.07155241,0.14127673,-0.015747812,0.07963462,-0.16445406,-0.1409701,0.13049497,0.038851205,-0.09163123,0.23615873,0.03349769,0.17166984,0.19632769,0.009803148,-0.055507116,-0.080734074
cell_0133,-0.18057705,-0.07528497,0.07730284,-0.029539464,-0.14965805,0.11091856,0.08343418,-0.016107237,0.047510337,0.1359055,-0.01964981,0.00998523,0.054913193,-0.03088658,0.33072698,-0.19691066,-0.049299024,0.016311925,-0.15976593,0.22787182,-0.029808912,-0.0019627,0.060866788,0.034340955,0.05313397,0.04003476,0.094531395,-0.08003696,-0.015366732,0.22327776,-0.21800733,-0.03371388,-0.14723459,0.20702492,0.021371065,-0.056513254,0.082379535,0.13551767,-0.14036813,0.21153311,-0.02282784,-0.10046156,-0.18383396,-0.13994685,0.05489393,-0.14143491,0.08323645,0.13379425,-0.07733828,0.12517062,-0.021279277,0.0669457,-0.22948857,-0.076955765,0.04015553,0.033531893,-0.08170173,0.2149538,0.108491935,0.19596134,0.14364034,-0.12367778,-0.19165172,-0.043884687
cell_0134,-0.11920437,-0.08269338,-0.035252094,-0.04260476,-0.20397778,0.14618173,0.12078493,0.0005204191,0.16485345,0.027178373,-0.055330846,0.06499706,0.08873584,-0.11431966,0.2644342,-0.12355091,-0.029962825,0.029539004,-0.12860303,0.23060752,-0.07024623,0.076945536,0.09510819,-0.020167485,0.026125195,0.023921572,0.114644885,-0.12913994,0.066206016,0.15788867,-0.2431157,0.021320464,-0.067523785,0.1525925,0.14919797,-0.11594344,0.08975618,0.16903406,-0.1783279,0.22235665,0.046132587,-0.08849379,-0.1535142,-0.18041897,0.03375294,-0.1990504,0.039505914,0.07615218,-0.10684295,0.05920471,-0.06799437,0.15601704,-0.15313192,-0.13684689,0.116588704,-0.007261519,-0.0883299,0.18123733,0.14295913,0.1939453,0.18433842,-0.05050795,-0.120918915,0.008546865
cell_0135,-0.079111956,-0.03521513,-0.013374464,-0.06853192,-0.15766582,0.063168705,0.109154746,0.12812388,0.15744501,0.0542647,0.03254042,0.045612335,0.036090862,-0.032484822,0.23821709,-0.16102508,0.021139128,-0.070219114,-0.08048117,0.2531483,-0.049511362,0.06647219,0.13112421,-0.08258708,0.036087487,-0.027397558,-0.02206814,-0.08096063,-0.030782763,0.17491831,-0.23491187,0.05330655,-0.14858598,0.17808358,0.13640969,-0.13644136,0.029218908,0.22593579,-0.13278869,0.18282956,0.06830531,-0.106986545,-0.12048002,-0.18254337,0.011562403,-0.07406606,0.07318692,0.17079143,-0.10740999,0.1840992,0.018321346,0.11571784,-0.15216951,-0.17253517,0.09962208,0.013087061,-0.039207257,0.24228393,0.093229,0.19745074,0.20023179,-0.078646,-0.1778309,-0.05465927
cell_0136,-0.065482505,-0.051259656,0.0038156484,0.047823776,-0.17106828,0.16708425,0.16722153,0.09681339,0.15714572,0.06070836,0.06073906,0.035710517,0.06409418,-0.02200102,0.29212758,-0.116383016,0.016351543,-0.01912558,-0.09253648,0.28003547,-0.023649327,0.074699916,0.03276967,-0.05059353,-0.0102755455,0.017831871,0.09993111,-0.15790208,0.097984344,0.1528539,-0.14088404,0.07169039,-0.13320787,0.1870354,0.10016244,-0.096884675,0.08433599,0.12423851,-0.170224,0.27776954,0.01826665,-0.052110836,-0.06283023,-0.2070012,-0.020940062,-0.13678658,0.018914226,0.090850554,-0.16212687,0.2335004,-0.060710452,0.06150895,-0.11154995,-0.23039284,0.1296724,0.030870205,-0.055723414,0.22865708,0.08688362,0.16106835,0.10093976,-0.026323717,-0.13781136,-0.0020324243
cell_0137,-0.05761818,-0.0982317,-0.033241443,-0.051990148,-0.22032583,0.14287113,0.22214046,0.06523873,0.057808302,0.0874309,0.047483854,0.003353037,-0.020893712,-0.07443602,0.3561801,-0.17177594,-0.0627285,-0.046103753,-0.08876015,0.24000388,-0.055175178,0.043993227,0.09570716,-0.039215695,0.015020592,0.08676658,0.076439925,-0.12666121,0.019593438,0.1809706,-0.20787871,0.06820933,-0.019680135,0.20406173,0.122941025,-0.030268252,0.16679753,0.097335584,-0.17546572,0.23690398,0.050790142,-0.09327763,-0.13335706,-0.17524529,0.013718448,-0.17245665,0.07176674,0.17332609,-0.15422413,0.080642916,-0.065306224,0.081236206,-0.15792252,-0.15723522,0.07041284,0.041467562,-0.10836797,0.061847296,0.07949383,0.14741638,0.1585069,-0.09513791,-0.06758518,0.013650251
cell_0138,-0.06447044,-0.09737529,-0.078760006,-0.09986298,-0.15763138,0.0020021554,0.09168906,0.051476616,0.14319196,-0.02168885,0.08839174,0.04540014,0.0049850037,-0.0015288836,0.19375955,-0.11728178,0.02828377,0.030808888,-0.14943118,0.33455607,-0.020413855,0.07310419,0.10413248,-0.06881499,0.026450023,0.035306953,0.053306334,-0.1046385,0.058395654,0.1588353,-0.25053838,0.029150596,-0.12342266,0.20664033,0.047573898,-0.070278734,0.09187295,0.10220648,-0.1254106,0.20418344,-0.0017249247,-0.15267086,-0.14723846,-0.17578202,-0.0055259457,-0.16620886,0.058741737,0.11283098,-0.031625457,0.11782024,-0.101582624,0.12219974,-0.18557663,-0.101466544,0.11985785,-0.009081951,-0.0011358332,0.27233884,0.2129084,0.17049615,0.091677256,-0.11407094,-0.23663656,-0.01718583
cell_0139,-0.05936369,-0.15976536,-0.06293778,-0.13775373,-0.19000608,0.100882895,0.14769752,0.1392334,0.032860793,0.0014936073,0.06969629,0.11129744,0.017030384,0.047015253,0.2737794,-0.07586352,0.16417572,-0.058289442,-0.12377425,0.33842522,0.027394967,0.057498172,0.07606103,-0.09479957,-0.0039898525,0.057852685,0.04022308,-0.21004583,0.02044041,0.05100874,-0.0671679,0.09016827,-0.020188954,0.26451164,0.10378332,-0.09550682,-0.028857758,-0.0071014347,-0.18435794,0.17346899,0.07136063,-0.12720057,-0.1806016,-0.19839418,0.04494473,-0.17336904,0.075657524,0.19411421,-0.14368656,0.20116611,0.0070293206,0.08681599,-0.12954456,-0.1808553,0.13775353,0.019869331,-0.05541072,0.14463584,0.07057766,0.10087549,0.08610572,-0.051411092,-0.06642706,0.008045335
cell_0140,-0.12954333,-0.08855419,-0.022278165,-0.046986416,-0.21381086,0.07345842,0.12795095,0.03508333,0.14944904,0.07018836,0.030459123,0.052225232,-0.04676724,0.052863933,0.2785455,-0.17341818,-0.04356026,-0.024883946,-0.11804676,0.21885192,0.051719178,-0.032458868,0.073718,-0.06281437,-0.021061996,0.06792631,0.0034524456,-0.08520406,0.056233745,0.12771629,-0.22189185,0.058657467,-0.15014906,0.23534536,0.09779987,-0.051763233,0.1193739,0.12541299,-0.18570481,0.1635028,0.06107868,-0.09053577,-0.1683803,-0.20370966,0.057506073,-0.14340946,0.056598417,0.16002303,-0.07554948,0.121155374,-0.02943109,0.060659487,-0.20023432,-0.07243711,0.09066476,0.02713771,-0.06518685,0.2628734,0.16230674,0.17757127,0.14387038,-0.107133,-0.19422951,-0.047648367
cell_0141,-0.0024815865,-0.09003903,-0.13339268,-0.09643788,-0.16425285,0.06488626,0.06861422,0.14687592,0.1281342,-0.03899796,0.10826957,0.17035393,0.028943567,-0.020793006,0.31495184,-0.1296453,0.10585646,-0.11107793,-0.18136124,0.29239672,-0.05038518,0.021518206,0.03644544,-0.03463508,-0.018871691,-0.021765716,0.044522353,-0.21747491,0.062374443,0.08905523,-0.009452304,0.16327718,-0.061148196,0.20549612,0.1302152,-0.08336934,-0.10880701,0.049654555,-0.20159955,0.1907341,0.05275748,-0.15750478,-0.07452705,-0.2693489,-0.050065365,-0.12512462,0.100281805,0.1814535,-0.14745125,0.14200856,0.034455158,0.06731041,-0.11139441,-0.19520679,0.16454878,-0.054842807,0.06508877,0.13144393,0.06932397,0.059099805,0.06948587,0.001215487,-0.05312754,-0.038740996
cell_0142,0.013089444,-0.08307546,-0.06753662,-0.0321435,-0.23474985,0.05232374,0.0957545,0.13500549,0.10708924,0.043638304,0.012456927,0.03130555,0.036672894,-0.08053858,0.27635723,-0.15293445,0.07222956,-0.033182222,-0.10662964,0.269791,-0.0054200813,0.07960996,0.05260479,-0.057828188,0.007608967,0.01470933,0.119692124,-0.18983267,0.045020316,0.08527401,-0.11279403,0.03531532,-0.11201812,0.21822092,0.093833596,-0.04475774,-0.028645547,0.107248425,-0.2186739,0.2429934,0.10639656,-0.12912048,-0.132295,-0.24431212,0.019442935,-0.20161246,0.06080767,0.19464175,-0.14562914,0.19309193,-0.025436275,0.05432808,-0.14652924,-0.240809,0.059066538,0.038825616,-0.042976025,0.23176417,0.03224084,0.098107606,0.08448632,-0.030051578,-0.06600137,-0.002661592
cell_0143,-0.092246376,-0.1836703,-0.08216143,0.00038811966,-0.22446296,0.07725082,0.07420135,0.097860195,0.08791096,0.019637467,0.06326681,0.03340558,-0.04523701,-0.013330353,0.2650219,-0.08214925,0.047387503,-0.054008774,-0.12616062,0.24968709,-0.043108337,0.049243506,0.076470174,-0.101650625,0.018844435,0.028274428,0.0625988,-0.18947358,0.0066046743,0.067331284,-0.17619266,0.11688521,-0.06285309,0.17893137,0.03868726,-0.048460152,-0.016052425,0.118769996,-0.22152172,0.23202416,0.14527576,-0.14526127,-0.19633897,-0.24026139,-0.034469612,-0.16145961,0.0871711,0.2214253,-0.105368614,0.14219859,-0.07653211,0.11959412,-0.12282066,-0.16274291,0.09468574,-0.01951916,0.015338929,0.16417606,0.016720608,0.19597496,0.11446509,-0.066562325,-0.16309655,0.03361939
cell_0144,-0.082690604,-0.0830899,-0.0326019,-0.046955332,-0.22625816,0.098808706,0.14327739,0.09638649,0.1164513,0.039109766,-0.015954975,0.114719324,-0.0016628881,-0.026643787,0.2639233,-0.18670762,0.06111102,-0.06715428,-0.026397025,0.25990245,-0.09404097,0.0021270094,0.06375012,-0.08582294,-0.039197806,0.06654535,0.03632559,-0.095599644,0.04471594,0.1887268,-0.22829084,0.036612786,-0.11294889,0.19184528,0.08642847,-0.12874079,0.0075314934,0.07568482,-0.19560327,0.19182542,0.048821166,-0.09693648,-0.21076663,-0.17283113,-0.024120484,-0.15866312,0.064684965,0.1976511,-0.091628596,0.111907974,-0.07493687,0.117920294,-0.062346544,-0.14939523,0.16635601,0.044146027,-0.06070212,0.22726803,0.1332039,0.14772025,0.15281746,0.016995532,-0.16367888,-0.055553798
cell_0145,-0.14046277,-0.105793424,-0.099796,-0.12591392,-0.09380122,0.073043466,0.14228143,0.17929542,0.09086173,0.0473693,0.12489756,0.099201985,0.055809528,0.037401646,0.31398162,-0.15487356,0.13621628,-0.06762579,-0.115720704,0.3205251,-0.01414396,0.08765874,-0.00060240796,-0.12679543,0.04302274,-0.010649471,0.0041999887,-0.22143163,0.06368427,0.057802767,-0.13918594,0.13030984,-0.090537965,0.15670095,0.10109199,-0.10366976,-0.014864601,0.02336745,-0.24765608,0.22886181,0.059983406,-0.09495153,-0.11775766,-0.15000892,-0.0704345,-0.082618594,0.07696939,0.10592884,-0.19617033,0.16109768,-0.036164623,0.059111174,-0.12670976,-0.17652924,0.16365832,-0.01020578,-0.065074414,0.12970087,0.08911334,0.06744494,0.1211898,-0.008380378,-0.12415097,-0.050596174
cell_0146,-0.14845406,-0.11332338,-0.039278205,-0.045132186,-0.18826178,0.21134195,0.12797034,0.038349543,0.13736798,0.0989311,-0.02015969,0.062056143,0.028601315,-0.08730731,0.2833978,-0.15053166,0.013634161,-0.058934547,-0.16911647,0.118726455,0.034149975,-0.000684098,0.091576666,-0.055115458,0.09858763,0.018298244,0.19877978,-0.0573736,-0.06171907,0.11697834,-0.28285438,0.0541655,-0.1050946,0.12319049,0.1454582,-0.08957997,0.034630474,0.1753194,-0.21941005,0.25555328,0.10005477,-0.08063597,-0.15399528,-0.16106524,0.06600788,-0.15471862,0.069394335,0.18348259,-0.11919855,0.06159977,-0.026867187,0.039203044,-0.17396046,-0.06495589,0.07070761,0.074875265,-0.09704563,0.18139274,0.028197948,0.09244992,0.21697912,-0.02381826,-0.060690023,-0.07027882
cell_0147,-0.10650126,-0.0643389,-0.04695399,-0.050002515,-0.2419554,0.05861796,0.099564694,0.08607512,0.13111141,-0.013560726,0.09305061,0.027813885,0.02963557,-0.07817325,0.25916776,-0.08496839,0.026586184,-0.03126326,-0.20313403,0.27330106,-0.06727388,0.099036835,0.111313485,-0.06506702,0.1009453,-0.022483997,0.024198217,-0.10646172,0.061669014,0.1842629,-0.20813587,0.026055725,-0.11763789,0.13496351,0.108717255,-0.09348944,0.05891424,0.174265,-0.12160717,0.19273716,0.06866796,-0.1353406,-0.14766216,-0.16075255,-0.00036240695,-0.074284926,0.064242184,0.17213799,-0.13390198,0.07170804,-0.06022538,0.15221244,-0.14409333,-0.04162865,0.16232939,0.085605346,-0.053835336,0.23223566,0.16889861,0.16890794,0.12556659,-0.103134125,-0.21130538,-0.0056410986
cell_0148,-0.057814423,-0.04551972,-0.029566832,-0.09103644,-0.18746595,0.14531848,0.13789348,0.13007437,0.11691595,0.025209995,0.026185408,0.119807534,0.04949935,0.005134215,0.2639825,-0.18659054,0.086929195,-0.052017562,-0.09050754,0.28882012,-0.015849205,0.020848366,0.071551956,-0.042135667,-0.010525143,-0.0112560615,0.095738165,-0.148726,0.04751173,0.13531803,-0.16629772,0.08828045,-0.13303469,0.20342955,0.11190044,-0.083504036,-0.041770436,0.09142224,-0.17922711,0.2000869,0.040377103,-0.07526623,-0.14851716,-0.20426224,0.030466484,-0.13969815,0.068652265,0.1214337,-0.11811984,0.18499775,-0.03925157,0.12462249,-0.17836832,-0.15441495,0.13141438,0.049191345,-0.12567963,0.25176194,0.1397427,0.049990036,0.14634588,-0.069873154,-0.13920876,-0.02483064
cell_0149,-0.09842662,-0.114825524,-0.051428884,-0.07922399,-0.17667167,0.09696356,0.09602575,0.04430024,0.107946485,0.011955023,0.05379386,0.022376645,0.00606345,0.004811053,0.25516742,-0.12155036,0.06588421,0.035518486,-0.15595019,0.38820225,-0.048823178,0.054585792,0.10384172,-0.0877055,0.038437314,0.061300132,-0.013798186,-0.18006995,0.056594282,0.12428154,-0.18526457,0.074614406,-0.059851076,0.17621244,0.04980039,-0.13786161,0.06317911,0.030529378,-0.22867778,0.17183825,0.058837544,-0.10820114,-0.14114045,-0.16679373,-0.059445154,-0.10894441,0.023244467,0.16623351,-0.17820045,0.11395437,-0.08881268,0.17532006,-0.117720865,-0.121280596,0.12754239,0.060187317,0.030639468,0.23053974,0.14515573,0.12685293,0.06186097,-0.13057849,-0.16444638,0.008822752
cell_0150,-0.116704516,-0.1471803,-0.06915424,-0.072920695,-0.13109863,0.12716827,0.12617919,0.08199443,0.26508236,0.04834413,0.04588699,0.0812336,0.09223774,-0.043756656,0.31441084,-0.16694313,0.065156795,0.041179232,-0.15758593,0.24006498,0.002256892,0.018611029,0.10166061,-0.013235039,0.04044051,0.03018046,0.08140173,-0.11991508,0.12580739,0.1317263,-0.16271971,-0.0039118365,-0.09803368,0.15487228,0.13146402,-0.041325018,0.028413711,0.16306749,-0.13858405,0.14820084,0.032424487,-0.10626142,-0.094250664,-0.1865143,-0.0066901348,-0.1700434,0.08718903,0.117635734,-0.16313173,0.14839089,-0.046393547,0.101973526,-0.13439794,-0.0952346,0.16043875,0.03316202,-0.0033568991,0.24520212,0.14997263,0.15835743,0.10552801,-0.096541174,-0.15592897,-0.04969478
cell_0151,-0.09211664,-0.0873935,-0.060675364,-0.10348605,-0.07841573,0.09685959,0.112765424,0.02571367,0.09979341,0.062985234,0.015926164,0.07571732,0.11116835,-0.011214726,0.29896104,-0.17725681,0.10553225,-0.01374945,-0.12681003,0.28311932,0.05892733,0.05125115,0.10246572,-0.03068538,0.04341474,-0.019658014,0.16884466,-0.06062295,0.02645833,0.11681218,-0.17407641,0.014215764,-0.13492803,0.20978847,0.13871486,-0.05489663,0.010212642,0.18408822,-0.17629905,0.24967095,-0.014913068,-0.12485484,-0.13842024,-0.20783006,0.053405702,-0.116272725,0.068267755,0.110526875,-0.098688394,0.12727974,-0.031190002,0.07035144,-0.21691667,-0.19848199,0.12018374,-0.013991298,-0.04576306,0.22832794,0.10615141,0.077500425,0.17613126,-0.023347033,-0.1482171,-0.041149125
cell_0152,-0.14268778,-0.18150742,-0.015008931,-0.07590918,-0.18878073,0.21184118,0.1643118,0.10575584,0.13043714,0.09967331,0.060980517,0.022866191,-0.015694793,-0.060317863,0.23395176,-0.16287091,0.02901042,-0.037640113,-0.09952211,0.26595533,-0.06225025,0.031842466,0.11145767,-0.104506254,0.016886776,0.04012548,0.051258914,-0.14648716,0.010236331,0.08091367,-0.23985302,0.118031606,-0.09239462,0.177092,0.12971847,-0.11940361,0.019653624,0.13624462,-0.1215578,0.2161703,0.07951427,-0.09287042,-0.11716728,-0.21120448,-0.01098087,-0.100199565,0.040599365,0.12876199,-0.12284618,0.16286485,-0.09073415,0.12398827,-0.12430017,-0.111634225,0.10033204,0.05008127,-0.034231946,0.18667825,0.09685994,0.08667016,0.12094478,-0.1048967,-0.22360201,-0.055602197
cell_0153,-0.038517572,-0.08093162,-0.049854867,-0.0013570577,-0.22222519,0.05085479,0.06093309,0.11550469,0.056958195,0.02156708,0.083167635,0.072094746,-0.0647513,0.01492013,0.29681146,-0.08953458,0.08660761,-0.06535763,-0.08980263,0.3624803,-0.05855941,0.10323104,0.025421774,-0.14365034,-0.01249051,-0.0022708338,-0.039543744,-0.2376801,0.08796695,0.17281197,-0.093615554,0.12841551,-0.10464622,0.27092174,0.12531386,-0.09073572,-0.02861119,0.053402606,-0.21607493,0.23817743,0.12847851,-0.027588405,-0.0687796,-0.2083051,-0.059295125,-0.06972813,0.037979152,0.14124782,-0.064706564,0.15545891,-0.03096961,0.037212614,-0.013273913,-0.21076615,0.15866031,-0.0046075196,0.06060173,0.2078308,0.02447604,0.118603095,0.04031926,-0.0030369083,-0.1415935,0.046812233
cell_0154,-0.09200818,-0.11782234,-0.033254407,-0.07892344,-0.19788755,0.10580487,0.12446023,0.061661545,0.1277985,0.011438418,0.015673535,0.03802421,0.060027026,-0.008971122,0.27491722,-0.12036914,0.07254856,0.04667917,-0.08815646,0.34086323,-0.080788694,0.060268953,0.095929265,-0.07515699,0.00404391,-0.007413963,0.07454968,-0.16540237,0.0893636,0.06900259,-0.18361393,0.06847169,-0.062151764,0.19453967,0.08465349,-0.18221536,0.009307444,0.108719975,-0.20194559,0.2222788,0.078402415,-0.13031991,-0.1250282,-0.18491514,0.011114098,-0.096536435,0.01452675,0.18093301,-0.12692441,0.12294686,-0.09038116,0.1631371,-0.11508592,-0.12847333,0.14572512,0.027879365,-0.05899774,0.20734777,0.092981,0.12541561,0.15620892,-0.08597725,-0.16539498,0.030452779
cell_0155,-0.07086383,-0.08373488,-0.06391097,0.016998388,-0.23645613,0.11960362,0.17469682,0.112705484,0.10841401,0.07686064,0.03636374,0.06730719,0.015626242,0.031791843,0.30986485,-0.1583156,-0.053851582,-0.053087726,-0.04250718,0.333488,-0.02471886,0.09525379,0.061041426,-0.040454213,-0.067563206,0.00856615,0.022694053,-0.108703196,-0.018963318,0.17006801,-0.1765111,0.022234375,-0.12060811,0.16600624,0.12947679,-0.019296495,0.04697115,0.15530527,-0.1664113,0.21709889,0.039864317,-0.13033113,-0.12228159,-0.16255866,-0.023437522,-0.1277821,0.05431586,0.14893286,-0.110373,0.12600644,-0.021605037,0.13440101,-0.16609564,-0.1373933,0.097583964,0.038020793,-0.04151527,0.2681374,0.12404901,0.16051166,0.12229299,-0.013873933,-0.12570949,-0.022714546
cell_0156,-0.070535295,-0.077823296,-0.0052992553,-0.0021800627,-0.20772985,0.06665879,0.054393917,0.12457722,0.023392167,0.036431998,0.098977,0.034736834,-0.016108673,0.008147348,0.2225267,-0.10017579,0.03624102,-0.02337489,-0.10281838,0.3047166,-0.008299991,0.091216646,0.07452891,-0.04067758,-0.016063944,-0.020872673,0.07156223,-0.26784068,-0.03036941,0.13328065,-0.09832566,0.07554703,-0.18312107,0.25379717,0.03807415,-0.030908125,0.0075030075,0.01020936,-0.19639573,0.22535793,0.14209582,-0.07903636,-0.11244288,-0.15697539,-0.03955838,-0.10029666,0.06721182,0.16735426,-0.16662244,0.22143614,-0.02083869,0.028926468,-0.13121873,-0.24876751,0.1456139,0.071961135,-0.06880557,0.22749479,0.09999918,0.108068325,0.102062665,-0.108651556,-0.170478,0.0828397
cell_0157,-0.091418475,-0.16013753,0.026692191,0.09230639,-0.17479515,0.13155746,0.07792894,0.10146302,0.034206238,0.14363648,0.053184416,-0.059994165,-0.03164094,-0.045271095,0.37856153,-0.107202165,0.037089676,0.049459103,-0.06924833,0.23027493,-0.059484914,0.11273423,-0.005695259,0.021200063,0.027300343,0.030847294,-0.026847197,-0.1892122,0.07568108,0.12620781,-0.15229401,0.09256162,-0.083159,0.203181,0.08865992,0.041982073,0.050290473,0.16863531,-0.18727173,0.116385184,0.008964114,-0.060593084,-0.13831541,-0.2132589,0.0163714,-0.1492646,-0.012586289,0.094108865,-0.12583597,0.12517446,-0.1128959,0.007195137,-0.1546015,-0.14267357,0.16219121,-0.029269986,0.013966691,0.24304007,0.08581672,0.17343378,-0.012762553,-0.027963266,-0.2928067,0.0030070702
cell_0158,-0.011847534,-0.10680878,-0.09114877,-0.04284729,-0.29020527,0.028933462,0.022982115,0.12532204,0.085182585,-0.024295561,0.06256043,0.04408668,-0.0060081,-0.028032131,0.27384755,-0.081589825,0.14517169,-0.08553663,-0.030525345,0.3302297,-0.02741365,0.024721099,-0.010557411,-0.14534111,-0.05678088,0.052618083,0.09850828,-0.20059127,0.08495072,0.0468701,-0.078268275,0.14664398,-0.046100166,0.17953512,0.15054762,-0.16041283,-0.01973867,0.09936707,-0.30774888,0.14091395,0.16938251,-0.106751524,-0.11707229,-0.24286127,-0.038530897,-0.08174956,0.07902068,0.18367594,-0.08715406,0.1515834,-0.04319583,0.027367549,-0.04958186,-0.097785756,0.17747994,0.05899088,-0.0034516903,0.16481136,0.10316097,0.097451404,0.04297835,-0.032268006,-0.16725011,0.0047835703
cell_0159,0.025275264,-0.12852901,-0.0069872923,-0.05033363,-0.27243626,0.13302507,0.078077465,0.10549748,0.04374868,0.027711336,0.0009599252,-0.004956247,0.0013330193,-0.108109646,0.27899668,-0.1300087,0.11383996,-0.022114007,-0.16314858,0.25843793,-0.09004458,0.07879826,0.07391137,0.014979252,0.08069302,-0.06362709,0.06860133,-0.11004882,0.10885634,0.18865839,-0.18634365,-0.045465443,-0.032384213,0.1229041,0.12054283,-0.014274146,0.06908124,0.19028832,-0.14971039,0.13700669,-0.069659755,-0.044814114,-0.15839961,-0.21461818,0.080469385,-0.225025,0.049656384,0.14504886,-0.02334766,0.0672573,-0.06761058,0.11933701,-0.12991624,-0.112299114,0.114206955,0.031884234,-0.069957346,0.21910472,0.15090117,0.16257907,0.012604258,-0.002824674,-0.28542304,-0.025637517
cell_0160,0.09668871,-0.16642317,-0.18019891,0.02043894,0.0034706278,0.007105849,-0.090269856,0.17649834,-0.084190935,-0.019424126,0.21262392,0.12607653,-0.07001098,0.18192407,0.25683215,0.029916532,0.23895024,-0.22857216,0.09771025,0.25013041,0.039279178,0.07031505,0.032888737,0.0041527306,-0.14783055,0.04592118,0.049424324,-0.19818318,-0.13453002,-0.11403015,0.031285033,0.17593871,0.053604666,0.10947378,-0.013378209,-0.04365923,-0.15162665,-0.12953006,-0.20276147,0.15448435,0.18470599,0.0046991524,-0.07437026,0.018473811,-0.1294039,-0.023208125,0.11925824,-0.038769387,0.00059447007,0.21204571,0.06232743,-0.107359,-0.015476882,-0.22529306,0.1794244,-0.07770509,-0.06334892,0.009051041,0.06366276,0.028523056,0.11645624,0.1152114,-0.015148948,0.13849667
cell_0161,0.10600648,-0.16106002,-0.13328548,-0.013572104,0.025863722,-0.016599417,-0.09948674,0.15280242,-0.044110432,-0.018288434,0.14516401,0.11303416,-0.1364348,0.11631244,0.2618015,0.059562817,0.21222098,-0.19233425,0.041117176,0.2514306,0.05508201,0.10986228,0.04202654,0.015566134,-0.059066493,0.008446108,0.090169266,-0.20533425,-0.1267195,-0.071626745,0.023201818,0.19715336,0.019465521,0.10949325,0.026451832,0.020018965,-0.16084184,-0.040935982,-0.2737459,0.20425227,0.20933127,0.013060251,-0.053002443,-0.15140454,-0.123216055,-0.05634907,0.12422494,0.0070718653,0.031031065,0.23117085,0.0418723,-0.14744876,-0.055189658,-0.25177208,0.148251,-0.037533566,-0.07358964,0.11354994,-0.075364925,0.077121235,0.10833337,0.023708344,0.036043894,0.13905932
